tool	rank	metric	sample	value
Diamond+Megan	genus	Bray-Curtis distance	simulated_virus	0.6605130376408737
Diamond+Megan	species	Bray-Curtis distance	simulated_virus	0.7597934000000001
Diamond+Megan	strain	Bray-Curtis distance	simulated_virus	1.0
Diamond+Megan	superkingdom	Shannon diversity	simulated_virus	0.0
Diamond+Megan	superkingdom	Shannon equitability	simulated_virus	0.0
Diamond+Megan	phylum	Shannon diversity	simulated_virus	0.8169146764769714
Diamond+Megan	phylum	Shannon equitability	simulated_virus	0.39285291752757956
Diamond+Megan	class	Shannon diversity	simulated_virus	0.9153302091125524
Diamond+Megan	class	Shannon equitability	simulated_virus	0.3683559739319156
Diamond+Megan	order	Shannon diversity	simulated_virus	1.1352624953731514
Diamond+Megan	order	Shannon equitability	simulated_virus	0.41921766993502757
Diamond+Megan	family	Shannon diversity	simulated_virus	1.3429066983941649
Diamond+Megan	family	Shannon equitability	simulated_virus	0.41719742278320143
Diamond+Megan	genus	Shannon diversity	simulated_virus	1.7266740920804042
Diamond+Megan	genus	Shannon equitability	simulated_virus	0.461965413859513
Diamond+Megan	species	Shannon diversity	simulated_virus	1.510771922900438
Diamond+Megan	species	Shannon equitability	simulated_virus	0.390259229278855
Diamond+Megan	strain	Shannon diversity	simulated_virus	3.5063620936087188
Diamond+Megan	strain	Shannon equitability	simulated_virus	0.8635417575130214
Diamond+Megan	superkingdom	F1 score	simulated_virus	1.0
Diamond+Megan	superkingdom	False negatives	simulated_virus	0.0
Diamond+Megan	superkingdom	False positives	simulated_virus	0.0
Diamond+Megan	superkingdom	Jaccard index	simulated_virus	1.0
Diamond+Megan	superkingdom	Taxon counts	simulated_virus	1.0
Diamond+Megan	superkingdom	Purity	simulated_virus	1.0
Diamond+Megan	superkingdom	Completeness	simulated_virus	1.0
Diamond+Megan	superkingdom	True positives	simulated_virus	1.0
Diamond+Megan	phylum	F1 score	simulated_virus	0.888888888888889
Diamond+Megan	phylum	False negatives	simulated_virus	2.0
Diamond+Megan	phylum	False positives	simulated_virus	0.0
Diamond+Megan	phylum	Jaccard index	simulated_virus	0.8
Diamond+Megan	phylum	Taxon counts	simulated_virus	8.0
Diamond+Megan	phylum	Purity	simulated_virus	1.0
Diamond+Megan	phylum	Completeness	simulated_virus	0.8
Diamond+Megan	phylum	True positives	simulated_virus	8.0
Diamond+Megan	class	F1 score	simulated_virus	0.8571428571428571
Diamond+Megan	class	False negatives	simulated_virus	4.0
Diamond+Megan	class	False positives	simulated_virus	0.0
Diamond+Megan	class	Jaccard index	simulated_virus	0.75
Diamond+Megan	class	Taxon counts	simulated_virus	12.0
Diamond+Megan	class	Purity	simulated_virus	1.0
Diamond+Megan	class	Completeness	simulated_virus	0.75
Diamond+Megan	class	True positives	simulated_virus	12.0
Diamond+Megan	order	F1 score	simulated_virus	0.8571428571428571
Diamond+Megan	order	False negatives	simulated_virus	5.0
Diamond+Megan	order	False positives	simulated_virus	0.0
Diamond+Megan	order	Jaccard index	simulated_virus	0.75
Diamond+Megan	order	Taxon counts	simulated_virus	15.0
Diamond+Megan	order	Purity	simulated_virus	1.0
Diamond+Megan	order	Completeness	simulated_virus	0.75
Diamond+Megan	order	True positives	simulated_virus	15.0
Diamond+Megan	family	F1 score	simulated_virus	0.8620689655172413
Diamond+Megan	family	False negatives	simulated_virus	8.0
Diamond+Megan	family	False positives	simulated_virus	0.0
Diamond+Megan	family	Jaccard index	simulated_virus	0.7575757575757576
Diamond+Megan	family	Taxon counts	simulated_virus	25.0
Diamond+Megan	family	Purity	simulated_virus	1.0
Diamond+Megan	family	Completeness	simulated_virus	0.7575757575757576
Diamond+Megan	family	True positives	simulated_virus	25.0
Diamond+Megan	genus	F1 score	simulated_virus	0.7567567567567568
Diamond+Megan	genus	False negatives	simulated_virus	27.0
Diamond+Megan	genus	False positives	simulated_virus	0.0
Diamond+Megan	genus	Jaccard index	simulated_virus	0.6086956521739131
Diamond+Megan	genus	Taxon counts	simulated_virus	42.0
Diamond+Megan	genus	Purity	simulated_virus	1.0
Diamond+Megan	genus	Completeness	simulated_virus	0.6086956521739131
Diamond+Megan	genus	True positives	simulated_virus	42.0
Diamond+Megan	species	F1 score	simulated_virus	0.6406249999999999
Diamond+Megan	species	False negatives	simulated_virus	39.0
Diamond+Megan	species	False positives	simulated_virus	7.0
Diamond+Megan	species	Jaccard index	simulated_virus	0.47126436781609193
Diamond+Megan	species	Taxon counts	simulated_virus	48.0
Diamond+Megan	species	Purity	simulated_virus	0.8541666666666666
Diamond+Megan	species	Completeness	simulated_virus	0.5125
Diamond+Megan	species	True positives	simulated_virus	41.0
Diamond+Megan	strain	False negatives	simulated_virus	82.0
Diamond+Megan	strain	False positives	simulated_virus	58.0
Diamond+Megan	strain	Jaccard index	simulated_virus	0.0
Diamond+Megan	strain	Taxon counts	simulated_virus	58.0
Diamond+Megan	strain	Purity	simulated_virus	0.0
Diamond+Megan	strain	Completeness	simulated_virus	0.0
Diamond+Megan	strain	True positives	simulated_virus	0.0
Diamond+Megan	superkingdom	L1 norm error	simulated_virus	0.0
Diamond+Megan	phylum	L1 norm error	simulated_virus	1.4226370000000004
Diamond+Megan	class	L1 norm error	simulated_virus	1.4161821
Diamond+Megan	order	L1 norm error	simulated_virus	1.534
Diamond+Megan	family	L1 norm error	simulated_virus	1.4454542000000001
Diamond+Megan	genus	L1 norm error	simulated_virus	1.3210269999999997
Diamond+Megan	species	L1 norm error	simulated_virus	1.5195868000000001
Diamond+Megan	strain	L1 norm error	simulated_virus	2.0000007999999996
Diamond+Megan	na	Weighted UniFrac error	simulated_virus	10.856552100000007
Diamond+Megan	na	Unweighted UniFrac error	simulated_virus	493.27225009999995
